scope	sourceId	predicateId	targetId
synset	awn4-00004475-n	has_domain_topic	awn4-05439502-n
synset	awn4-00004475-n	has_domain_topic	awn4-05440199-n
synset	awn4-00004475-n	has_domain_topic	awn4-06098583-n
synset	awn4-00004475-n	has_domain_topic	awn4-08674880-n
synset	awn4-00004475-n	has_domain_topic	awn4-13535517-n
synset	awn4-00004475-n	has_domain_topic	awn4-13538756-n
synset	awn4-00004475-n	hypernym	awn4-00004258-n
synset	awn4-00004475-n	hypernym	awn4-00007347-n
synset	awn4-00004475-n	hyponym	awn4-00005787-n
synset	awn4-00004475-n	hyponym	awn4-00005930-n
synset	awn4-00004475-n	hyponym	awn4-00006024-n
synset	awn4-00004475-n	hyponym	awn4-00006150-n
synset	awn4-00004475-n	hyponym	awn4-00007846-n
synset	awn4-00004475-n	hyponym	awn4-00015568-n
synset	awn4-00004475-n	hyponym	awn4-00017402-n
synset	awn4-00004475-n	hyponym	awn4-00019226-n
synset	awn4-00004475-n	hyponym	awn4-01316379-n
synset	awn4-00004475-n	hyponym	awn4-01316517-n
synset	awn4-00004475-n	hyponym	awn4-01316636-n
synset	awn4-00004475-n	hyponym	awn4-01317553-n
synset	awn4-00004475-n	hyponym	awn4-01322423-n
synset	awn4-00004475-n	hyponym	awn4-01322584-n
synset	awn4-00004475-n	hyponym	awn4-01322805-n
synset	awn4-00004475-n	hyponym	awn4-01322970-n
synset	awn4-00004475-n	hyponym	awn4-01323183-n
synset	awn4-00004475-n	hyponym	awn4-01326660-n
synset	awn4-00004475-n	hyponym	awn4-01328932-n
synset	awn4-00004475-n	hyponym	awn4-01329538-n
synset	awn4-00004475-n	hyponym	awn4-01329669-n
synset	awn4-00004475-n	hyponym	awn4-01329963-n
synset	awn4-00004475-n	hyponym	awn4-01330762-n
synset	awn4-00004475-n	hyponym	awn4-01330943-n
synset	awn4-00004475-n	hyponym	awn4-01386279-n
synset	awn4-00004475-n	hyponym	awn4-01386954-n
synset	awn4-00004475-n	hyponym	awn4-01387328-n
synset	awn4-00004475-n	hyponym	awn4-01388168-n
synset	awn4-00004475-n	hyponym	awn4-01388823-n
synset	awn4-00004475-n	hyponym	awn4-01388995-n
synset	awn4-00004475-n	hyponym	awn4-01418267-n
synset	awn4-00004475-n	hyponym	awn4-01418561-n
synset	awn4-00004475-n	hyponym	awn4-01418854-n
synset	awn4-00004475-n	hyponym	awn4-07956482-n
synset	awn4-00004475-n	hyponym	awn4-09839265-n
synset	awn4-00004475-n	hyponym	awn4-09995959-n
synset	awn4-00004475-n	hyponym	awn4-10223458-n
synset	awn4-00004475-n	hyponym	awn4-10316895-n
synset	awn4-00004475-n	hyponym	awn4-10361391-n
synset	awn4-00004475-n	hyponym	awn4-10476169-n
synset	awn4-00004475-n	hyponym	awn4-10623367-n
synset	awn4-00004475-n	hyponym	awn4-10667472-n
synset	awn4-00004475-n	hyponym	awn4-10763332-n
synset	awn4-00004475-n	hyponym	awn4-11551166-n
synset	awn4-00004475-n	hyponym	awn4-13013628-n
synset	awn4-00004475-n	hyponym	awn4-13105239-n
synset	awn4-00004475-n	hyponym	awn4-13105393-n
synset	awn4-00004475-n	hyponym	awn4-13144923-n
synset	awn4-00004475-n	hyponym	awn4-13145117-n
synset	awn4-00004475-n	hyponym	awn4-13145288-n
synset	awn4-00004475-n	hyponym	awn4-92419757-n
synset	awn4-00004475-n	mero_part	awn4-00006484-n
synset	awn4-00004475-n	mero_part	awn4-05227735-n
synset	awn4-00004475-n	mero_substance	awn4-05274844-n
synset	awn4-00004492-v	hypernym	awn4-00233707-v
synset	awn4-00004605-v	hypernym	awn4-00105087-v
synset	awn4-00004614-s	similar	awn4-00004412-a
synset	awn4-00004722-s	similar	awn4-00004412-a
synset	awn4-00004816-s	domain_region	awn4-08879115-n
synset	awn4-00004816-s	exemplifies	awn4-07089193-n
synset	awn4-00004816-s	similar	awn4-00004412-a
synset	awn4-00004819-v	entails	awn4-00004227-v
synset	awn4-00004819-v	hypernym	awn4-00010234-v
synset	awn4-00004979-a	similar	awn4-00005106-s
synset	awn4-00005041-v	hypernym	awn4-00001740-v
synset	awn4-00005041-v	hyponym	awn4-00003316-v
synset	awn4-00005041-v	hyponym	awn4-00007549-v
synset	awn4-00005041-v	hyponym	awn4-00101533-v
synset	awn4-00005041-v	hyponym	awn4-00109067-v
synset	awn4-00005041-v	hyponym	awn4-01201647-v
synset	awn4-00005041-v	hyponym	awn4-01202883-v
synset	awn4-00005041-v	is_entailed_by	awn4-00001740-v
synset	awn4-00005041-v	is_entailed_by	awn4-01200739-v
synset	awn4-00005106-s	similar	awn4-00004979-a
synset	awn4-00005204-a	similar	awn4-00005472-s
synset	awn4-00005204-a	similar	awn4-00005598-s
synset	awn4-00005204-a	similar	awn4-00005717-s
synset	awn4-00005204-a	similar	awn4-00005838-s
synset	awn4-00005472-s	similar	awn4-00005204-a
synset	awn4-00005526-v	hypernym	awn4-00007012-v
synset	awn4-00005598-s	similar	awn4-00005204-a
synset	awn4-00005717-s	similar	awn4-00005204-a
synset	awn4-00005787-n	hypernym	awn4-00004475-n
synset	awn4-00005787-n	hyponym	awn4-92419744-n
synset	awn4-00005787-n	hyponym	awn4-92419747-n
synset	awn4-00005787-n	hyponym	awn4-92419748-n
synset	awn4-00005787-n	hyponym	awn4-92419766-n
synset	awn4-00005787-n	hyponym	awn4-92420298-n
synset	awn4-00005787-n	hyponym	awn4-92424584-n
synset	awn4-00005787-n	hyponym	awn4-92429061-n
synset	awn4-00005815-v	hypernym	awn4-00006238-v
synset	awn4-00005815-v	hyponym	awn4-00006100-v
synset	awn4-00005815-v	hyponym	awn4-00035082-v
synset	awn4-00005838-s	exemplifies	awn4-06332047-n
synset	awn4-00005838-s	exemplifies	awn4-07089193-n
synset	awn4-00005838-s	similar	awn4-00005204-a
synset	awn4-00005930-n	hypernym	awn4-00004475-n
synset	awn4-00006024-n	hypernym	awn4-00004475-n
synset	awn4-00006050-a	similar	awn4-00006263-s
synset	awn4-00006100-v	hypernym	awn4-00005815-v
synset	awn4-00006150-n	hypernym	awn4-00004475-n
synset	awn4-00006238-v	hypernym	awn4-00104622-v
synset	awn4-00006238-v	hyponym	awn4-00005815-v
synset	awn4-00006238-v	hyponym	awn4-00101710-v
synset	awn4-00006238-v	hyponym	awn4-00102057-v
synset	awn4-00006263-s	similar	awn4-00006050-a
synset	awn4-00006269-n	hypernym	awn4-00004258-n
synset	awn4-00006269-n	hyponym	awn4-08010218-n
synset	awn4-00006354-a	attribute	awn4-04948141-n
synset	awn4-00006354-a	similar	awn4-00006795-s
synset	awn4-00006354-a	similar	awn4-00006903-s
synset	awn4-00006354-a	similar	awn4-00007115-s
synset	awn4-00006354-a	similar	awn4-00007227-s
synset	awn4-00006354-a	similar	awn4-00007350-s
synset	awn4-00006354-a	similar	awn4-00007535-s
synset	awn4-00006354-a	similar	awn4-00007716-s
synset	awn4-00006400-n	hypernym	awn4-00004258-n
synset	awn4-00006484-n	domain_topic	awn4-06047178-n
synset	awn4-00006484-n	has_domain_topic	awn4-02829341-a
synset	awn4-00006484-n	holo_part	awn4-00004475-n
synset	awn4-00006484-n	hypernym	awn4-00004258-n
synset	awn4-00006484-n	hyponym	awn4-01316379-n
synset	awn4-00006484-n	hyponym	awn4-01462305-n
synset	awn4-00006484-n	hyponym	awn4-01909790-n
synset	awn4-00006484-n	hyponym	awn4-05236952-n
synset	awn4-00006484-n	hyponym	awn4-05250095-n
synset	awn4-00006484-n	hyponym	awn4-05275882-n
synset	awn4-00006484-n	hyponym	awn4-05438205-n
synset	awn4-00006484-n	hyponym	awn4-05438978-n
synset	awn4-00006484-n	hyponym	awn4-05439502-n
synset	awn4-00006484-n	hyponym	awn4-05440199-n
synset	awn4-00006484-n	hyponym	awn4-05455333-n
synset	awn4-00006484-n	hyponym	awn4-05457114-n
synset	awn4-00006484-n	hyponym	awn4-05464308-n
synset	awn4-00006484-n	hyponym	awn4-05465988-n
synset	awn4-00006484-n	hyponym	awn4-05466279-n
synset	awn4-00006484-n	hyponym	awn4-05467033-n
synset	awn4-00006484-n	hyponym	awn4-05467166-n
synset	awn4-00006484-n	hyponym	awn4-11550600-n
synset	awn4-00006484-n	hyponym	awn4-11708847-n
synset	awn4-00006484-n	hyponym	awn4-11709021-n
synset	awn4-00006484-n	hyponym	awn4-11709219-n
synset	awn4-00006484-n	hyponym	awn4-13113144-n
synset	awn4-00006484-n	hyponym	awn4-13113307-n
synset	awn4-00006484-n	mero_part	awn4-05320307-n
synset	awn4-00006484-n	mero_part	awn4-05439161-n
synset	awn4-00006484-n	mero_part	awn4-05440524-n
synset	awn4-00006484-n	mero_part	awn4-05442503-n
synset	awn4-00006484-n	mero_part	awn4-05453244-n
synset	awn4-00006484-n	mero_part	awn4-05454663-n
synset	awn4-00006523-v	hypernym	awn4-00004227-v
synset	awn4-00006697-v	hypernym	awn4-00001740-v
synset	awn4-00006795-s	similar	awn4-00006354-a
synset	awn4-00006802-v	hypernym	awn4-00007012-v
synset	awn4-00006903-s	similar	awn4-00006354-a
synset	awn4-00007012-v	hypernym	awn4-00004227-v
synset	awn4-00007012-v	hyponym	awn4-00005526-v
synset	awn4-00007012-v	hyponym	awn4-00006802-v
synset	awn4-00007012-v	hyponym	awn4-00007193-v
synset	awn4-00007012-v	is_entailed_by	awn4-01737710-v
synset	awn4-00007115-s	similar	awn4-00006354-a
synset	awn4-00007193-v	hypernym	awn4-00007012-v
synset	awn4-00007193-v	similar	awn4-00079382-v
synset	awn4-00007227-s	similar	awn4-00006354-a
synset	awn4-00007328-v	hypernym	awn4-00001740-v
synset	awn4-00007347-n	hypernym	awn4-00001930-n
synset	awn4-00007347-n	hyponym	awn4-00004475-n
synset	awn4-00007347-n	hyponym	awn4-09213796-n
synset	awn4-00007347-n	hyponym	awn4-09526814-n
synset	awn4-00007347-n	hyponym	awn4-09527009-n
synset	awn4-00007347-n	hyponym	awn4-09527596-n
synset	awn4-00007347-n	hyponym	awn4-09527735-n
synset	awn4-00007347-n	hyponym	awn4-09528047-n
synset	awn4-00007347-n	hyponym	awn4-09786620-n
synset	awn4-00007347-n	hyponym	awn4-09920164-n
synset	awn4-00007347-n	hyponym	awn4-10029580-n
synset	awn4-00007347-n	hyponym	awn4-10398111-n
synset	awn4-00007347-n	hyponym	awn4-10480990-n
synset	awn4-00007347-n	hyponym	awn4-10777586-n
synset	awn4-00007347-n	hyponym	awn4-11437675-n
synset	awn4-00007347-n	hyponym	awn4-14564166-n
synset	awn4-00007347-n	hyponym	awn4-14564646-n
synset	awn4-00007347-n	hyponym	awn4-14802595-n
synset	awn4-00007350-s	similar	awn4-00006354-a
synset	awn4-00007535-s	similar	awn4-00006354-a
synset	awn4-00007549-v	hypernym	awn4-00005041-v
synset	awn4-00007716-s	similar	awn4-00006354-a
synset	awn4-00007739-v	hypernym	awn4-00010234-v
synset	awn4-00007739-v	hyponym	awn4-00008055-v
synset	awn4-00007739-v	hyponym	awn4-00008195-v
synset	awn4-00007832-a	attribute	awn4-04948141-n
synset	awn4-00007832-a	similar	awn4-00008009-s
synset	awn4-00007846-n	holo_member	awn4-07958392-n
synset	awn4-00007846-n	hypernym	awn4-00004475-n
synset	awn4-00007846-n	hyponym	awn4-09628155-n
synset	awn4-00007846-n	hyponym	awn4-09628463-n
synset	awn4-00007846-n	hyponym	awn4-09629719-n
synset	awn4-00007846-n	hyponym	awn4-09633285-n
synset	awn4-00007846-n	hyponym	awn4-09641987-n
synset	awn4-00007846-n	hyponym	awn4-09642198-n
synset	awn4-00007846-n	hyponym	awn4-09645219-n
synset	awn4-00007846-n	hyponym	awn4-09647338-n
synset	awn4-00007846-n	hyponym	awn4-09659294-n
