scope	sourceId	predicateId	targetId
sense	oewn-aboulia__1.26.00..	derivation	oewn-aboulic__5.00.00.neurotic.00
sense	oewn-aboulic__5.00.00.neurotic.00	derivation	oewn-aboulia__1.26.00..
sense	oewn-abound__2.42.00..	also	oewn-abound_in__2.42.00..
sense	oewn-abound__2.42.00..	derivation	oewn-abundance__1.07.00..
sense	oewn-abound__2.42.00..	derivation	oewn-abundant__3.00.00..
sense	oewn-abound__2.42.00..	other	oewn-abundance__1.07.00..
sense	oewn-abound_in__2.42.00..	also	oewn-abound__2.42.00..
sense	oewn-about--face__1.04.01..	derivation	oewn-about--face__2.31.00..
sense	oewn-about--face__1.04.02..	derivation	oewn-about--face__2.38.00..
sense	oewn-about--face__2.31.00..	derivation	oewn-about--face__1.04.01..
sense	oewn-about--face__2.31.00..	other	oewn-about--face__1.04.01..
sense	oewn-about--face__2.38.00..	derivation	oewn-about--face__1.04.02..
sense	oewn-about--face__2.38.00..	other	oewn-about--face__1.04.02..
sense	oewn-above__4.02.00..	antonym	oewn-below__4.02.00..
sense	oewn-above__4.02.01..	antonym	oewn-below__4.02.01..
sense	oewn-abradant__1.06.00..	derivation	oewn-abrade__2.35.00..
sense	oewn-abradant__1.27.00..	derivation	oewn-abrade__2.35.00..
sense	oewn-abrade__2.35.00..	derivation	oewn-abradant__1.06.00..
sense	oewn-abrade__2.35.00..	derivation	oewn-abradant__1.27.00..
sense	oewn-abrade__2.35.00..	derivation	oewn-abrader__1.06.00..
sense	oewn-abrade__2.35.00..	derivation	oewn-abrasion__1.19.00..
sense	oewn-abrade__2.35.00..	derivation	oewn-abrasion__1.22.00..
sense	oewn-abrade__2.35.00..	derivation	oewn-abrasion__1.26.00..
sense	oewn-abrade__2.35.00..	derivation	oewn-abrasive__5.00.00.rough.00
sense	oewn-abrade__2.35.00..	other	oewn-abrader__1.06.00..
sense	oewn-abrade__2.35.00..	other	oewn-abrasion__1.19.00..
sense	oewn-abrade__2.35.00..	other	oewn-abrasion__1.22.00..
sense	oewn-abrade__2.35.00..	other	oewn-abrasion__1.26.00..
sense	oewn-abrade__2.35.01..	derivation	oewn-abrader__1.06.00..
sense	oewn-abrade__2.35.01..	derivation	oewn-abrasive__5.00.00.rough.00
