table	leftCategory	rightCategory
BC	X00274	S00128
BC	X00274	S00136
BC	X00274	S00148
BC	X00274	S00153
BC	X00274	S00470
BC	X00274	S00480
BC	X00274	S00493
BC	X00274	S00501
BC	X00275	S00047
BC	X00275	S00053
BC	X00275	S00072
BC	X00275	S00082
BC	X00275	S00093
BC	X00275	S00103
BC	X00275	S00112
BC	X00275	S00114
BC	X00275	S00120
BC	X00275	S00122
BC	X00275	S00132
BC	X00275	S00141
BC	X00275	S00143
BC	X00275	S00149
BC	X00275	S00150
BC	X00275	S00460
BC	X00275	S00463
BC	X00275	S00474
BC	X00275	S00485
BC	X00275	S00488
BC	X00275	S00498
BC	X00275	S00500
BC	X00276	S00050
BC	X00276	S00076
BC	X00276	S00102
BC	X00276	S00113
BC	X00276	S00121
BC	X00276	S00131
BC	X00276	S00142
BC	X00276	S00461
BC	X00276	S00486
BC	X00276	S00499
BC	X00277	S00044
BC	X00277	S00045
BC	X00277	S00070
BC	X00277	S00071
BC	X00277	S00094
BC	X00277	S00095
BC	X00277	S00109
BC	X00277	S00128
BC	X00277	S00136
BC	X00277	S00148
BC	X00277	S00153
BC	X00277	S00471
BC	X00277	S00481
BC	X00277	S00494
BC	X00277	S00501
BC	X00278	S00048
BC	X00278	S00073
BC	X00278	S00092
BC	X00278	S00115
BC	X00278	S00124
BC	X00278	S00133
BC	X00278	S00140
BC	X00278	S00151
BC	X00278	S00464
BC	X00278	S00475
BC	X00278	S00484
BC	X00278	S00497
BC	X00279	S00044
BC	X00279	S00045
BC	X00279	S00070
BC	X00279	S00071
BC	X00279	S00094
BC	X00279	S00095
BC	X00279	S00118
BC	X00279	S00128
BC	X00279	S00136
BC	X00279	S00148
BC	X00279	S00153
BC	X00279	S00470
BC	X00279	S00480
BC	X00279	S00493
BC	X00279	S00501
BC	X00280	S00044
BC	X00280	S00045
BC	X00280	S00070
BC	X00280	S00071
BC	X00280	S00094
BC	X00280	S00095
BC	X00280	S00118
BC	X00280	S00128
BC	X00280	S00136
BC	X00280	S00148
BC	X00280	S00153
BC	X00280	S00470
BC	X00280	S00480
BC	X00280	S00493
BC	X00280	S00501
BC	X00281	S00044
BC	X00281	S00045
BC	X00281	S00070
BC	X00281	S00071
BC	X00281	S00094
BC	X00281	S00095
BC	X00281	S00118
BC	X00281	S00128
BC	X00281	S00136
BC	X00281	S00148
BC	X00281	S00153
BC	X00281	S00471
BC	X00281	S00481
BC	X00281	S00494
BC	X00281	S00501
BC	X00282	S00047
BC	X00282	S00050
BC	X00282	S00072
BC	X00282	S00076
BC	X00282	S00093
BC	X00282	S00102
BC	X00282	S00112
BC	X00282	S00113
BC	X00282	S00120
BC	X00282	S00121
BC	X00282	S00131
BC	X00282	S00141
BC	X00282	S00142
BC	X00282	S00149
BC	X00282	S00460
BC	X00282	S00461
BC	X00282	S00485
BC	X00282	S00486
BC	X00282	S00498
BC	X00282	S00499
BC	X00283	S00045
BC	X00283	S00071
BC	X00283	S00095
BC	X00283	S00109
BC	X00283	S00128
BC	X00283	S00136
BC	X00283	S00148
BC	X00283	S00153
BC	X00283	S00470
BC	X00283	S00480
BC	X00283	S00493
BC	X00283	S00501
BC	X00284	S00053
BC	X00284	S00082
BC	X00284	S00103
BC	X00284	S00114
BC	X00284	S00122
BC	X00284	S00132
BC	X00284	S00143
BC	X00284	S00150
BC	X00284	S00462
BC	X00284	S00473
BC	X00284	S00487
BC	X00284	S00500
BC	X00285	S00046
BC	X00285	S00074
BC	X00285	S00105
BC	X00285	S00116
BC	X00285	S00126
BC	X00285	S00134
BC	X00285	S00146
BC	X00286	S00044
BC	X00286	S00070
BC	X00286	S00094
BC	X00287	S00045
BC	X00287	S00071
BC	X00287	S00095
BC	X00287	S00109
BC	X00287	S00128
BC	X00287	S00136
BC	X00287	S00148
BC	X00287	S00153
BC	X00287	S00470
BC	X00287	S00480
BC	X00287	S00493
BC	X00287	S00501
BC	X00288	S00045
BC	X00288	S00071
BC	X00288	S00095
BC	X00288	S00109
BC	X00288	S00128
BC	X00288	S00136
BC	X00288	S00148
BC	X00288	S00153
BC	X00288	S00471
BC	X00288	S00481
BC	X00288	S00494
BC	X00288	S00501
BC	X00289	S00045
BC	X00289	S00071
BC	X00289	S00095
BC	X00289	S00109
BC	X00289	S00128
BC	X00289	S00136
BC	X00289	S00148
BC	X00289	S00153
BC	X00289	S00471
BC	X00289	S00481
BC	X00289	S00494
BC	X00289	S00501
BC	X00290	S00059
BC	X00290	S00078
BC	X00290	S00107
BC	X00290	S00118
BC	X00290	S00127
BC	X00290	S00135
BC	X00290	S00147
BC	X00290	S00153
BC	X00290	S00466
BC	X00290	S00478
BC	X00290	S00491
BC	X00290	S00501
BC	X00291	S00056
BC	X00291	S00080
BC	X00291	S00098
BC	X00291	S00110
BC	X00291	S00127
BC	X00291	S00129
BC	X00291	S00137
BC	X00291	S00153
BC	X00291	S00472
BC	X00291	S00482
BC	X00291	S00495
BC	X00291	S00501
BC	X00292	S00053
BC	X00292	S00082
BC	X00292	S00103
BC	X00292	S00114
BC	X00292	S00122
BC	X00292	S00132
BC	X00292	S00143
BC	X00292	S00150
BC	X00292	S00462
BC	X00292	S00473
BC	X00292	S00487
BC	X00292	S00500
BC	X00293	S00052
BC	X00293	S00057
BC	X00293	S00058
BC	X00293	S00077
BC	X00293	S00079
BC	X00293	S00100
BC	X00293	S00106
BC	X00293	S00108
BC	X00293	S00118
BC	X00293	S00127
BC	X00293	S00135
BC	X00293	S00147
BC	X00293	S00153
BC	X00293	S00472
BC	X00293	S00483
BC	X00293	S00496
BC	X00293	S00501
BC	X00294	S00047
BC	X00294	S00072
BC	X00294	S00093
BC	X00294	S00112
BC	X00294	S00120
BC	X00294	S00141
BC	X00294	S00149
BC	X00294	S00460
BC	X00294	S00485
BC	X00294	S00498
BC	X00295	S00048
BC	X00295	S00073
BC	X00295	S00092
BC	X00295	S00115
BC	X00295	S00124
BC	X00295	S00133
BC	X00295	S00140
BC	X00295	S00151
BC	X00295	S00464
BC	X00295	S00475
BC	X00295	S00484
BC	X00295	S00497
BC	X00296	S00051
BC	X00296	S00081
BC	X00296	S00097
BC	X00296	S00104
BC	X00296	S00117
BC	X00296	S00125
BC	X00296	S00145
BC	X00296	S00152
BC	X00296	S00465
BC	X00296	S00476
BC	X00296	S00489
BC	X00297	S00052
BC	X00297	S00057
BC	X00297	S00058
BC	X00297	S00077
BC	X00297	S00079
BC	X00297	S00100
BC	X00297	S00106
BC	X00297	S00108
BC	X00297	S00118
BC	X00297	S00127
BC	X00297	S00135
BC	X00297	S00147
BC	X00297	S00153
BC	X00297	S00472
BC	X00297	S00483
BC	X00297	S00496
BC	X00297	S00501
BC	X00298	S00052
BC	X00298	S00053
BC	X00298	S00057
BC	X00298	S00058
BC	X00298	S00077
BC	X00298	S00079
BC	X00298	S00082
BC	X00298	S00100
BC	X00298	S00103
BC	X00298	S00106
BC	X00298	S00108
BC	X00298	S00114
BC	X00298	S00118
BC	X00298	S00122
BC	X00298	S00127
BC	X00298	S00132
BC	X00298	S00135
BC	X00298	S00143
BC	X00298	S00147
BC	X00298	S00150
BC	X00298	S00153
BC	X00298	S00462
BC	X00298	S00472
BC	X00298	S00473
BC	X00298	S00483
BC	X00298	S00487
BC	X00298	S00496
BC	X00298	S00500
BC	X00298	S00501
BC	X00299	S00048
BC	X00299	S00052
BC	X00299	S00057
BC	X00299	S00058
BC	X00299	S00073
BC	X00299	S00077
BC	X00299	S00079
BC	X00299	S00092
BC	X00299	S00100
BC	X00299	S00106
BC	X00299	S00108
BC	X00299	S00115
BC	X00299	S00118
BC	X00299	S00124
BC	X00299	S00127
BC	X00299	S00133
BC	X00299	S00135
BC	X00299	S00140
BC	X00299	S00147
BC	X00299	S00151
BC	X00299	S00153
BC	X00299	S00464
BC	X00299	S00472
BC	X00299	S00475
BC	X00299	S00483
BC	X00299	S00484
BC	X00299	S00496
BC	X00299	S00497
BC	X00299	S00501
BC	X00300	S00048
BC	X00300	S00051
BC	X00300	S00052
BC	X00300	S00057
BC	X00300	S00058
BC	X00300	S00073
BC	X00300	S00077
BC	X00300	S00079
BC	X00300	S00081
BC	X00300	S00092
BC	X00300	S00097
BC	X00300	S00100
BC	X00300	S00104
BC	X00300	S00106
BC	X00300	S00108
BC	X00300	S00115
BC	X00300	S00117
BC	X00300	S00118
BC	X00300	S00124
BC	X00300	S00125
BC	X00300	S00127
BC	X00300	S00133
BC	X00300	S00135
BC	X00300	S00140
BC	X00300	S00145
BC	X00300	S00147
BC	X00300	S00151
BC	X00300	S00152
BC	X00300	S00153
BC	X00300	S00464
BC	X00300	S00465
BC	X00300	S00472
BC	X00300	S00475
BC	X00300	S00476
BC	X00300	S00483
BC	X00300	S00484
BC	X00300	S00489
BC	X00300	S00496
BC	X00300	S00497
BC	X00300	S00501
BC	X00301	S00047
BC	X00301	S00048
BC	X00301	S00050
BC	X00301	S00051
BC	X00301	S00052
BC	X00301	S00053
BC	X00301	S00057
BC	X00301	S00058
BC	X00301	S00072
BC	X00301	S00073
BC	X00301	S00076
BC	X00301	S00077
BC	X00301	S00079
BC	X00301	S00081
BC	X00301	S00082
BC	X00301	S00092
BC	X00301	S00093
BC	X00301	S00097
BC	X00301	S00100
BC	X00301	S00102
BC	X00301	S00103
BC	X00301	S00104
BC	X00301	S00106
BC	X00301	S00108
BC	X00301	S00112
BC	X00301	S00113
BC	X00301	S00114
BC	X00301	S00115
BC	X00301	S00117
BC	X00301	S00118
BC	X00301	S00120
BC	X00301	S00121
BC	X00301	S00122
BC	X00301	S00124
BC	X00301	S00125
BC	X00301	S00127
BC	X00301	S00131
BC	X00301	S00132
BC	X00301	S00133
BC	X00301	S00135
BC	X00301	S00140
BC	X00301	S00141
BC	X00301	S00142
BC	X00301	S00143
BC	X00301	S00145
BC	X00301	S00147
BC	X00301	S00149
BC	X00301	S00150
BC	X00301	S00151
BC	X00301	S00152
BC	X00301	S00153
BC	X00301	S00460
BC	X00301	S00461
BC	X00301	S00462
BC	X00301	S00464
BC	X00301	S00465
BC	X00301	S00472
BC	X00301	S00473
BC	X00301	S00475
BC	X00301	S00476
BC	X00301	S00483
BC	X00301	S00484
BC	X00301	S00485
BC	X00301	S00486
BC	X00301	S00487
BC	X00301	S00489
BC	X00301	S00496
BC	X00301	S00497
BC	X00301	S00498
BC	X00301	S00499
BC	X00301	S00500
BC	X00301	S00501
BC	X00302	S00047
BC	X00302	S00048
BC	X00302	S00050
BC	X00302	S00053
BC	X00302	S00072
BC	X00302	S00073
BC	X00302	S00076
BC	X00302	S00082
BC	X00302	S00092
BC	X00302	S00093
BC	X00302	S00102
BC	X00302	S00103
BC	X00302	S00112
BC	X00302	S00113
BC	X00302	S00114
BC	X00302	S00115
BC	X00302	S00120
BC	X00302	S00121
BC	X00302	S00122
BC	X00302	S00124
BC	X00302	S00131
BC	X00302	S00132
BC	X00302	S00133
BC	X00302	S00140
BC	X00302	S00141
BC	X00302	S00142
BC	X00302	S00143
BC	X00302	S00149
BC	X00302	S00150
BC	X00302	S00151
BC	X00302	S00460
BC	X00302	S00461
BC	X00302	S00463
BC	X00302	S00464
BC	X00302	S00474
BC	X00302	S00475
BC	X00302	S00484
BC	X00302	S00485
BC	X00302	S00486
BC	X00302	S00488
BC	X00302	S00497
BC	X00302	S00498
BC	X00302	S00499
BC	X00302	S00500
BC	X00303	S00051
BC	X00303	S00081
BC	X00303	S00097
BC	X00303	S00104
BC	X00303	S00117
BC	X00303	S00125
BC	X00303	S00145
BC	X00303	S00152
BC	X00303	S00465
BC	X00303	S00476
BC	X00303	S00489
BC	X00304	S00056
BC	X00304	S00080
BC	X00304	S00098
BC	X00304	S00110
BC	X00304	S00127
BC	X00304	S00129
BC	X00304	S00137
BC	X00304	S00153
BC	X00304	S00466
BC	X00304	S00501
BC	X00305	S00048
BC	X00305	S00050
BC	X00305	S00073
BC	X00305	S00076
BC	X00305	S00092
BC	X00305	S00102
BC	X00305	S00113
BC	X00305	S00115
BC	X00305	S00121
BC	X00305	S00124
BC	X00305	S00131
BC	X00305	S00133
BC	X00305	S00140
BC	X00305	S00142
BC	X00305	S00151
BC	X00305	S00461
BC	X00305	S00464
BC	X00305	S00475
BC	X00305	S00484
BC	X00305	S00486
BC	X00305	S00497
BC	X00305	S00499
BC	X00306	S00047
BC	X00306	S00048
BC	X00306	S00053
BC	X00306	S00072
BC	X00306	S00073
BC	X00306	S00082
BC	X00306	S00092
BC	X00306	S00093
BC	X00306	S00103
BC	X00306	S00112
BC	X00306	S00114
BC	X00306	S00115
BC	X00306	S00120
BC	X00306	S00122
BC	X00306	S00124
BC	X00306	S00132
BC	X00306	S00133
BC	X00306	S00140
BC	X00306	S00141
BC	X00306	S00143
BC	X00306	S00149
BC	X00306	S00150
BC	X00306	S00151
BC	X00306	S00460
BC	X00306	S00463
BC	X00306	S00464
BC	X00306	S00474
BC	X00306	S00475
BC	X00306	S00484
BC	X00306	S00485
BC	X00306	S00488
BC	X00306	S00497
BC	X00306	S00498
BC	X00306	S00500
BC	X00307	S00056
BC	X00307	S00080
BC	X00307	S00098
BC	X00307	S00110
BC	X00307	S00127
BC	X00307	S00129
BC	X00307	S00137
BC	X00307	S00153
BC	X00307	S00466
BC	X00307	S00501
BC	X00308	S00058
BC	X00308	S00079
BC	X00308	S00108
BC	X00308	S00118
BC	X00308	S00127
BC	X00308	S00135
BC	X00308	S00147
BC	X00308	S00153
BC	X00308	S00478
BC	X00308	S00491
BC	X00308	S00501
BC	X00309	S00047
BC	X00309	S00048
BC	X00309	S00050
BC	X00309	S00053
BC	X00309	S00072
BC	X00309	S00073
BC	X00309	S00076
BC	X00309	S00082
BC	X00309	S00092
BC	X00309	S00093
BC	X00309	S00102
BC	X00309	S00103
BC	X00309	S00112
BC	X00309	S00113
BC	X00309	S00114
BC	X00309	S00115
BC	X00309	S00120
BC	X00309	S00121
BC	X00309	S00122
BC	X00309	S00124
BC	X00309	S00131
BC	X00309	S00132
BC	X00309	S00133
BC	X00309	S00140
BC	X00309	S00141
BC	X00309	S00142
BC	X00309	S00143
BC	X00309	S00149
BC	X00309	S00150
BC	X00309	S00151
BC	X00309	S00460
BC	X00309	S00461
BC	X00309	S00463
BC	X00309	S00464
BC	X00309	S00474
BC	X00309	S00475
BC	X00309	S00484
BC	X00309	S00485
BC	X00309	S00486
BC	X00309	S00488
BC	X00309	S00497
BC	X00309	S00498
BC	X00309	S00499
BC	X00309	S00500
BC	X00310	S00047
BC	X00310	S00048
BC	X00310	S00050
BC	X00310	S00051
BC	X00310	S00053
BC	X00310	S00072
BC	X00310	S00073
BC	X00310	S00076
BC	X00310	S00081
BC	X00310	S00082
BC	X00310	S00092
BC	X00310	S00093
BC	X00310	S00097
BC	X00310	S00102
BC	X00310	S00103
BC	X00310	S00104
BC	X00310	S00112
BC	X00310	S00113
BC	X00310	S00114
BC	X00310	S00115
BC	X00310	S00117
BC	X00310	S00120
BC	X00310	S00121
BC	X00310	S00122
BC	X00310	S00124
BC	X00310	S00125
BC	X00310	S00131
BC	X00310	S00132
BC	X00310	S00133
BC	X00310	S00140
BC	X00310	S00141
BC	X00310	S00142
BC	X00310	S00143
BC	X00310	S00145
BC	X00310	S00149
BC	X00310	S00150
BC	X00310	S00151
BC	X00310	S00152
BC	X00310	S00460
BC	X00310	S00461
BC	X00310	S00463
BC	X00310	S00464
BC	X00310	S00465
BC	X00310	S00474
BC	X00310	S00475
BC	X00310	S00476
BC	X00310	S00484
BC	X00310	S00485
BC	X00310	S00486
BC	X00310	S00488
BC	X00310	S00489
BC	X00310	S00497
BC	X00310	S00498
BC	X00310	S00499
BC	X00310	S00500
BC	X00311	S00466
BC	X00312	S00052
BC	X00312	S00057
BC	X00312	S00077
BC	X00312	S00100
BC	X00312	S00106
BC	X00313	S00058
BC	X00313	S00079
BC	X00313	S00108
BC	X00313	S00118
BC	X00313	S00127
BC	X00313	S00135
BC	X00313	S00147
BC	X00313	S00153
BC	X00313	S00478
BC	X00313	S00491
BC	X00313	S00501
BC	X00314	S00092
BC	X00314	S00140
BC	X00314	S00484
BC	X00315	S00058
BC	X00315	S00079
BC	X00315	S00108
BC	X00315	S00118
BC	X00315	S00127
BC	X00315	S00135
BC	X00315	S00147
BC	X00315	S00153
BC	X00315	S00466
BC	X00315	S00478
BC	X00315	S00491
BC	X00315	S00501
BC	X00316	S00057
BC	X00316	S00106
BC	X00317	S00058
BC	X00317	S00079
BC	X00317	S00108
BC	X00317	S00118
BC	X00317	S00127
BC	X00317	S00135
BC	X00317	S00147
BC	X00317	S00153
BC	X00317	S00466
BC	X00317	S00478
BC	X00317	S00491
BC	X00317	S00501
BC	X00318	S00047
BC	X00318	S00048
BC	X00318	S00050
BC	X00318	S00051
BC	X00318	S00052
BC	X00318	S00053
BC	X00318	S00057
BC	X00318	S00058
BC	X00318	S00072
BC	X00318	S00073
BC	X00318	S00076
BC	X00318	S00077
BC	X00318	S00079
BC	X00318	S00081
BC	X00318	S00082
BC	X00318	S00092
BC	X00318	S00093
BC	X00318	S00097
BC	X00318	S00100
BC	X00318	S00102
BC	X00318	S00103
BC	X00318	S00104
BC	X00318	S00106
BC	X00318	S00108
BC	X00318	S00112
BC	X00318	S00113
BC	X00318	S00114
BC	X00318	S00115
BC	X00318	S00117
BC	X00318	S00118
BC	X00318	S00120
BC	X00318	S00121
BC	X00318	S00122
BC	X00318	S00124
BC	X00318	S00125
BC	X00318	S00127
BC	X00318	S00131
BC	X00318	S00132
BC	X00318	S00133
BC	X00318	S00135
BC	X00318	S00140
BC	X00318	S00141
BC	X00318	S00142
BC	X00318	S00143
BC	X00318	S00145
BC	X00318	S00147
BC	X00318	S00149
BC	X00318	S00150
BC	X00318	S00151
BC	X00318	S00152
BC	X00318	S00153
BC	X00318	S00460
BC	X00318	S00461
BC	X00318	S00463
BC	X00318	S00464
BC	X00318	S00465
BC	X00318	S00466
BC	X00318	S00474
BC	X00318	S00475
BC	X00318	S00476
BC	X00318	S00478
BC	X00318	S00484
BC	X00318	S00485
BC	X00318	S00486
BC	X00318	S00488
BC	X00318	S00489
BC	X00318	S00491
BC	X00318	S00497
BC	X00318	S00498
BC	X00318	S00499
BC	X00318	S00500
BC	X00318	S00501
BC	X00319	S00047
BC	X00319	S00050
BC	X00319	S00053
BC	X00319	S00072
BC	X00319	S00076
BC	X00319	S00082
BC	X00319	S00093
BC	X00319	S00102
BC	X00319	S00103
BC	X00319	S00112
BC	X00319	S00113
BC	X00319	S00114
BC	X00319	S00120
BC	X00319	S00121
BC	X00319	S00122
BC	X00319	S00131
BC	X00319	S00132
BC	X00319	S00141
BC	X00319	S00142
BC	X00319	S00143
BC	X00319	S00149
BC	X00319	S00150
BC	X00319	S00460
BC	X00319	S00461
BC	X00319	S00463
BC	X00319	S00474
BC	X00319	S00485
BC	X00319	S00486
BC	X00319	S00488
BC	X00319	S00498
BC	X00319	S00499
BC	X00319	S00500
BC	X00320	S00047
BC	X00320	S00048
BC	X00320	S00072
BC	X00320	S00073
BC	X00320	S00092
BC	X00320	S00093
BC	X00320	S00112
BC	X00320	S00115
BC	X00320	S00120
BC	X00320	S00124
BC	X00320	S00133
BC	X00320	S00140
BC	X00320	S00141
BC	X00320	S00149
BC	X00320	S00151
BC	X00320	S00460
BC	X00320	S00464
BC	X00320	S00475
BC	X00320	S00484
BC	X00320	S00485
BC	X00320	S00497
BC	X00320	S00498
BC	X00321	S00052
BC	X00321	S00057
BC	X00321	S00058
BC	X00321	S00077
BC	X00321	S00079
BC	X00321	S00100
BC	X00321	S00106
BC	X00321	S00108
BC	X00321	S00118
BC	X00321	S00127
BC	X00321	S00135
BC	X00321	S00147
BC	X00321	S00153
BC	X00321	S00466
BC	X00321	S00478
BC	X00321	S00491
BC	X00321	S00501
BC	X00322	S00047
BC	X00322	S00050
BC	X00322	S00052
BC	X00322	S00057
BC	X00322	S00058
BC	X00322	S00072
BC	X00322	S00076
BC	X00322	S00077
BC	X00322	S00079
BC	X00322	S00093
BC	X00322	S00100
BC	X00322	S00102
BC	X00322	S00106
BC	X00322	S00108
BC	X00322	S00112
BC	X00322	S00113
BC	X00322	S00118
BC	X00322	S00120
BC	X00322	S00121
BC	X00322	S00127
BC	X00322	S00131
BC	X00322	S00135
BC	X00322	S00141
BC	X00322	S00142
BC	X00322	S00147
BC	X00322	S00149
BC	X00322	S00153
BC	X00322	S00460
BC	X00322	S00461
BC	X00322	S00466
BC	X00322	S00478
BC	X00322	S00485
BC	X00322	S00486
BC	X00322	S00491
BC	X00322	S00498
BC	X00322	S00499
BC	X00322	S00501
BC	X00323	S00052
BC	X00323	S00053
BC	X00323	S00057
BC	X00323	S00058
BC	X00323	S00077
BC	X00323	S00079
BC	X00323	S00082
BC	X00323	S00100
BC	X00323	S00103
BC	X00323	S00106
BC	X00323	S00108
BC	X00323	S00114
BC	X00323	S00118
BC	X00323	S00122
BC	X00323	S00127
BC	X00323	S00132
BC	X00323	S00135
BC	X00323	S00143
BC	X00323	S00147
BC	X00323	S00150
BC	X00323	S00153
BC	X00323	S00463
BC	X00323	S00466
BC	X00323	S00474
BC	X00323	S00478
BC	X00323	S00488
BC	X00323	S00491
BC	X00323	S00500
BC	X00323	S00501
BC	X00324	S00048
BC	X00324	S00052
BC	X00324	S00057
BC	X00324	S00058
BC	X00324	S00073
BC	X00324	S00077
BC	X00324	S00079
BC	X00324	S00092
BC	X00324	S00100
BC	X00324	S00106
BC	X00324	S00108
BC	X00324	S00115
BC	X00324	S00118
BC	X00324	S00124
BC	X00324	S00127
BC	X00324	S00133
BC	X00324	S00135
BC	X00324	S00140
BC	X00324	S00147
BC	X00324	S00151
BC	X00324	S00153
BC	X00324	S00464
BC	X00324	S00466
BC	X00324	S00475
BC	X00324	S00478
BC	X00324	S00484
BC	X00324	S00491
BC	X00324	S00497
BC	X00324	S00501
BC	X00325	S00048
BC	X00325	S00050
BC	X00325	S00052
BC	X00325	S00057
BC	X00325	S00058
BC	X00325	S00073
BC	X00325	S00076
BC	X00325	S00077
BC	X00325	S00079
BC	X00325	S00092
BC	X00325	S00100
BC	X00325	S00102
BC	X00325	S00106
BC	X00325	S00108
BC	X00325	S00113
BC	X00325	S00115
BC	X00325	S00118
BC	X00325	S00121
BC	X00325	S00124
BC	X00325	S00127
BC	X00325	S00131
BC	X00325	S00133
BC	X00325	S00135
BC	X00325	S00140
BC	X00325	S00142
BC	X00325	S00147
BC	X00325	S00151
BC	X00325	S00153
BC	X00325	S00461
BC	X00325	S00464
BC	X00325	S00466
BC	X00325	S00475
BC	X00325	S00478
BC	X00325	S00484
BC	X00325	S00486
BC	X00325	S00491
BC	X00325	S00497
BC	X00325	S00499
BC	X00325	S00501
BC	X00326	S00047
BC	X00326	S00048
BC	X00326	S00052
BC	X00326	S00053
BC	X00326	S00057
BC	X00326	S00058
BC	X00326	S00072
BC	X00326	S00073
BC	X00326	S00077
BC	X00326	S00079
BC	X00326	S00082
BC	X00326	S00092
BC	X00326	S00093
BC	X00326	S00100
BC	X00326	S00103
BC	X00326	S00106
BC	X00326	S00108
BC	X00326	S00112
BC	X00326	S00114
BC	X00326	S00115
BC	X00326	S00118
BC	X00326	S00120
BC	X00326	S00122
BC	X00326	S00124
BC	X00326	S00127
BC	X00326	S00132
BC	X00326	S00133
BC	X00326	S00135
BC	X00326	S00140
BC	X00326	S00141
BC	X00326	S00143
BC	X00326	S00147
BC	X00326	S00149
BC	X00326	S00150
BC	X00326	S00151
BC	X00326	S00153
BC	X00326	S00460
BC	X00326	S00463
BC	X00326	S00464
BC	X00326	S00466
BC	X00326	S00474
BC	X00326	S00475
BC	X00326	S00478
BC	X00326	S00484
BC	X00326	S00485
BC	X00326	S00488
BC	X00326	S00491
BC	X00326	S00497
BC	X00326	S00498
BC	X00326	S00500
BC	X00326	S00501
BC	X00327	S00047
BC	X00327	S00048
BC	X00327	S00050
BC	X00327	S00052
BC	X00327	S00053
BC	X00327	S00057
BC	X00327	S00058
BC	X00327	S00072
BC	X00327	S00073
BC	X00327	S00076
BC	X00327	S00077
BC	X00327	S00079
BC	X00327	S00082
BC	X00327	S00092
BC	X00327	S00093
BC	X00327	S00100
BC	X00327	S00102
BC	X00327	S00103
BC	X00327	S00106
BC	X00327	S00108
BC	X00327	S00112
BC	X00327	S00113
BC	X00327	S00114
BC	X00327	S00115
BC	X00327	S00118
BC	X00327	S00120
BC	X00327	S00121
BC	X00327	S00122
BC	X00327	S00124
BC	X00327	S00127
BC	X00327	S00131
BC	X00327	S00132
BC	X00327	S00133
BC	X00327	S00135
BC	X00327	S00140
BC	X00327	S00141
BC	X00327	S00142
BC	X00327	S00143
BC	X00327	S00147
BC	X00327	S00149
BC	X00327	S00150
BC	X00327	S00151
BC	X00327	S00153
BC	X00327	S00460
BC	X00327	S00461
BC	X00327	S00463
BC	X00327	S00464
BC	X00327	S00466
BC	X00327	S00474
BC	X00327	S00475
BC	X00327	S00478
BC	X00327	S00484
BC	X00327	S00485
BC	X00327	S00486
BC	X00327	S00488
BC	X00327	S00491
BC	X00327	S00497
BC	X00327	S00498
BC	X00327	S00499
BC	X00327	S00500
BC	X00327	S00501
BC	X00328	S00048
BC	X00328	S00051
BC	X00328	S00052
BC	X00328	S00057
BC	X00328	S00058
BC	X00328	S00073
BC	X00328	S00077
BC	X00328	S00079
BC	X00328	S00081
BC	X00328	S00092
BC	X00328	S00097
BC	X00328	S00100
BC	X00328	S00104
BC	X00328	S00106
BC	X00328	S00108
BC	X00328	S00115
BC	X00328	S00117
BC	X00328	S00118
BC	X00328	S00124
BC	X00328	S00125
BC	X00328	S00127
BC	X00328	S00133
BC	X00328	S00135
BC	X00328	S00140
BC	X00328	S00145
BC	X00328	S00147
BC	X00328	S00151
BC	X00328	S00152
BC	X00328	S00153
BC	X00328	S00464
BC	X00328	S00465
BC	X00328	S00466
BC	X00328	S00475
BC	X00328	S00476
BC	X00328	S00478
BC	X00328	S00484
BC	X00328	S00489
BC	X00328	S00491
BC	X00328	S00497
BC	X00328	S00501
BC	X00329	S00048
BC	X00329	S00050
BC	X00329	S00051
BC	X00329	S00052
BC	X00329	S00057
BC	X00329	S00058
BC	X00329	S00073
BC	X00329	S00076
BC	X00329	S00077
BC	X00329	S00079
BC	X00329	S00081
BC	X00329	S00092
BC	X00329	S00097
BC	X00329	S00100
BC	X00329	S00102
BC	X00329	S00104
BC	X00329	S00106
BC	X00329	S00108
BC	X00329	S00113
BC	X00329	S00115
BC	X00329	S00117
BC	X00329	S00118
BC	X00329	S00121
BC	X00329	S00124
BC	X00329	S00125
BC	X00329	S00127
BC	X00329	S00131
BC	X00329	S00133
BC	X00329	S00135
BC	X00329	S00140
BC	X00329	S00142
BC	X00329	S00145
BC	X00329	S00147
BC	X00329	S00151
BC	X00329	S00152
BC	X00329	S00153
BC	X00329	S00461
BC	X00329	S00464
BC	X00329	S00465
BC	X00329	S00466
BC	X00329	S00475
BC	X00329	S00476
BC	X00329	S00478
BC	X00329	S00484
BC	X00329	S00486
BC	X00329	S00489
BC	X00329	S00491
BC	X00329	S00497
BC	X00329	S00499
BC	X00329	S00501
BC	X00330	S00048
BC	X00330	S00059
BC	X00330	S00073
BC	X00330	S00078
BC	X00330	S00092
BC	X00330	S00107
BC	X00330	S00115
BC	X00330	S00118
BC	X00330	S00124
BC	X00330	S00127
BC	X00330	S00133
BC	X00330	S00135
BC	X00330	S00140
BC	X00330	S00147
BC	X00330	S00151
BC	X00330	S00153
BC	X00330	S00464
BC	X00330	S00466
BC	X00330	S00475
BC	X00330	S00478
BC	X00330	S00484
BC	X00330	S00491
BC	X00330	S00497
BC	X00330	S00501
BC	X00331	S00044
BC	X00331	S00045
BC	X00331	S00070
BC	X00331	S00071
BC	X00331	S00094
BC	X00331	S00095
